ticker,bucket,panel_max,last_row_date,last_joint_usable,sessions_behind,cf_tail_length,gap_gt5d_last_60d,joint_usable_n,market_fixable,last_non_cf_provider,last_issuer_ok_provider,last_issuer_ok_date,last_stale_kind,tradeable
HODU,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,163,False,market_backed,polygon,2026-08-11,market_backed_no_issuer_nav,True
HONG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,48,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
HOOG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,336,False,market_backed,polygon,2026-08-11,market_backed_no_issuer_nav,True
HOOW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,279,False,roundhill,roundhill,2026-08-13,nan,False
HOOX,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,333,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
HOOY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,293,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
HOOZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,165,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
HOYY,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,201,False,granite_shares,granite_shares,2026-08-13,nan,True
HPEL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,30,False,merged,,,nan,True
HUTG,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,128,False,polygon,polygon,2026-08-13,nan,True
HYNX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,16,False,merged,,,issuer_lag,True
IBX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,90,False,tradr_axs,tradr_axs,2026-08-13,nan,True
INFH,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,38,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
INTW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,357,False,granite_shares,granite_shares,2026-08-13,nan,True
IONL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,328,False,granite_shares,granite_shares,2026-08-13,nan,True
IONX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,345,False,polygon,polygon,2026-08-13,nan,True
IONZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,274,False,polygon,polygon,2026-08-13,nan,True
IOYY,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,175,False,granite_shares,granite_shares,2026-08-13,nan,True
IRE,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,189,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
IREG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,149,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
IREX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,193,False,tradr_axs,tradr_axs,2026-08-13,nan,True
IREZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,132,False,tradr_axs,tradr_axs,2026-08-13,nan,True
ISUL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,195,False,granite_shares,granite_shares,2026-08-13,nan,True
JBLG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,28,False,merged,,,issuer_lag,True
JEPI,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,1549,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,False
JEPQ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,1060,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,False
JOBX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,225,False,tradr_axs,tradr_axs,2026-08-13,nan,True
KEEX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,141,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
KEYG,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,29,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
KEYX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,28,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
KLAG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,144,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
KMLI,current,2026-08-14,2026-08-13,2026-08-13,1,0,0,294,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
LABX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,244,False,tradr_axs,tradr_axs,2026-08-13,nan,True
LASC,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
LEUX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,113,False,tradr_axs,tradr_axs,2026-08-13,nan,True
LINT,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,164,False,market_backed,polygon,2026-08-06,market_backed_no_issuer_nav,True
LITU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,44,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
LITX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,129,False,tradr_axs,tradr_axs,2026-08-13,nan,True
LITZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,68,False,tradr_axs,tradr_axs,2026-08-13,nan,True
LLYX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,492,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
LMNX,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,189,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
LMTL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,239,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
LNOK,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,125,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
LOFD,current,2026-08-14,2026-08-13,2026-08-13,1,0,0,7,False,merged,,,nan,True
LOFF,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,34,False,merged,,,nan,True
LRCU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,239,False,tradr_axs,tradr_axs,2026-08-13,nan,True
LRNX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,merged,,,nan,True
LULG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,174,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
LUNL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,129,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
MAAY,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,173,False,granite_shares,granite_shares,2026-08-13,nan,True
MARO,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,395,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
MCHG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,34,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
MCHU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,46,False,tradr_axs,tradr_axs,2026-08-13,nan,True
METG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,28,False,merged,,,nan,True
METW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,279,False,roundhill,roundhill,2026-08-13,nan,False
MIC,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,merged,,,nan,True
MNSX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,27,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
MPG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,185,False,polygon,polygon,2026-08-13,nan,True
MPL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,182,False,polygon,polygon,2026-08-13,nan,True
MPWX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,68,False,tradr_axs,tradr_axs,2026-08-13,nan,True
MRAL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,344,False,granite_shares,granite_shares,2026-08-13,nan,True
MRNX,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,116,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
MRNY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,679,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
MRVU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,108,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
MSFC,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,26,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
MSFL,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,580,False,granite_shares,granite_shares,2026-08-13,nan,True
MSFO,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,714,False,market_backed,polygon,2026-08-11,market_backed_no_issuer_nav,False
MSFW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,255,False,roundhill,roundhill,2026-08-13,nan,False
MSIX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,28,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
MSTC,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,30,False,merged,,,nan,True
MSTP,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,280,False,granite_shares,granite_shares,2026-08-13,nan,True
MSTW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,255,False,roundhill,roundhill,2026-08-13,nan,False
MSTX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,485,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
MSTY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,598,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
MTSG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,30,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
MTYY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,205,False,granite_shares,granite_shares,2026-08-13,nan,True
MULL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,418,False,granite_shares,granite_shares,2026-08-13,nan,True
MUU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,445,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
MUYY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,58,False,granite_shares,granite_shares,2026-08-13,nan,True
MUZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,37,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
MVLL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,342,False,granite_shares,granite_shares,2026-08-13,nan,True
NBIG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,184,False,market_backed,polygon,2026-08-06,market_backed_no_issuer_nav,True
NBIL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,194,False,granite_shares,granite_shares,2026-08-13,nan,True
NBIZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,135,False,tradr_axs,tradr_axs,2026-08-13,nan,True
NEBX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,225,False,tradr_axs,tradr_axs,2026-08-13,nan,True
NEMG,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,164,False,market_backed,polygon,2026-08-06,market_backed_no_issuer_nav,True
NETG,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,166,False,market_backed,polygon,2026-08-06,market_backed_no_issuer_nav,True
NFLW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,279,False,roundhill,roundhill,2026-08-13,nan,False
NFLY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,732,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
NFXL,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,448,False,market_backed,polygon,2026-08-06,market_backed_no_issuer_nav,True
NIOG,current,2026-08-14,2026-08-13,2026-08-13,1,0,3,141,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
NOWL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,252,False,granite_shares,granite_shares,2026-08-13,nan,True
NTAL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,11,False,granite_shares,granite_shares,2026-08-13,nan,True
NUG,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,164,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
NUGY,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,161,False,granite_shares,granite_shares,2026-08-13,nan,True
NVC,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,merged,,,anchor_lag,True
NVD,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,727,False,granite_shares,granite_shares,2026-08-13,nan,True
NVDB,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,224,False,proshares,proshares,2026-08-13,nan,True
NVDG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,402,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
NVDL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,900,False,granite_shares,granite_shares,2026-08-13,nan,True
NVDS,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,1016,False,tradr_axs,tradr_axs,2026-08-13,nan,True
NVDW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,362,False,roundhill,roundhill,2026-08-13,nan,False
NVDY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,793,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
NVOX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,407,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
NVTX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,225,False,tradr_axs,tradr_axs,2026-08-13,nan,True
NVYY,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,295,False,granite_shares,granite_shares,2026-08-13,nan,True
NXPG,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,39,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
NXPX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,46,False,tradr_axs,tradr_axs,2026-08-13,nan,True
OKLL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,274,False,polygon,polygon,2026-08-13,nan,True
OKLS,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,162,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
OKTG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,165,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
ONDG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,131,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
ONDL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,142,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
ONG,current,2026-08-14,2026-08-13,2026-08-13,1,0,3,356,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
ONTX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
ONX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,51,False,tradr_axs,tradr_axs,2026-08-13,nan,True
OPEG,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,152,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
OPEX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,193,False,tradr_axs,tradr_axs,2026-08-13,nan,True
ORCU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,170,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
ORCX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,367,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
ORCZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,15,False,tradr_axs,tradr_axs,2026-08-13,nan,True
OSCX,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,200,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
OSSL,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,36,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
OUSL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,15,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
PALU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,330,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
PANG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,334,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
PBRG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,147,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
PDDL,current,2026-08-14,2026-08-13,2026-08-13,1,0,3,249,False,granite_shares,granite_shares,2026-08-13,nan,True
PLTA,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,224,False,proshares,proshares,2026-08-13,nan,True
PLTG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,309,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
PLTL,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,26,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
PLTW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,362,False,roundhill,roundhill,2026-08-13,nan,False
PLTY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,439,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
